student_id,grade,subject,topic,learning_style,device_type,past_quiz_score_avg,accuracy_percentage,avg_response_time_sec,num_attempts,learning_streak_days,engagement_score,hints_used,video_watch_pct,time_on_task_min,session_count_week,next_topic,recommended_difficulty,success_probability_bin,needs_revision
S282434,Grade_5,General_Knowledge,Sports,visual,laptop,47.01,35.23,118.0,6.0,43.0,0.5553,2.0,27.87,,21.0,Current_Affairs,medium,medium,1
S805152,Grade_3,Science,Light_Optics,visual,desktop,56.35,,124.6,3.0,6.0,0.3337,3.0,12.18,22.5,5.0,Electricity,easy,low,1
S416220,Grade_7,Mathematics,Fractions,reading_writing,desktop,70.59,64.05,102.2,4.0,0.0,0.3562,2.0,20.53,38.3,2.0,Algebra,medium,medium,1
S777229,Grade_11,Hindi,Patra_Lekhan,visual,laptop,54.56,46.21,101.4,3.0,1.0,0.3912,2.0,22.69,23.5,2.0,Gadya,easy,medium,1
S425178,Grade_6,General_Knowledge,Science_Tech,visual,laptop,49.97,37.41,114.8,4.0,8.0,0.2263,4.0,6.66,22.6,6.0,Current_Affairs,easy,low,1
S105129,,Geography,Climate,kinesthetic,mobile,63.81,56.84,121.0,4.0,14.0,0.4921,3.0,47.43,30.7,7.0,Resources,medium,medium,0
S526378,Grade_2,Computer_Science,Networking,auditory,,51.44,41.79,126.0,3.0,19.0,0.459,3.0,35.47,28.0,11.0,Databases,medium,medium,0
S890587,Grade_11,Science,Electricity,reading_writing,tablet,88.26,88.37,62.9,3.0,0.0,0.6124,1.0,66.03,27.9,1.0,Chemical_Reactions,medium,high,0
S674860,Grade_3,Geography,Physical_Geography,auditory,mobile,50.03,58.93,126.2,5.0,5.0,0.5342,1.0,47.89,31.9,4.0,Resources,medium,medium,0
S408872,Grade_1,Computer_Science,,auditory,mobile,50.41,49.3,147.1,3.0,8.0,0.3803,4.0,46.45,,5.0,Databases,easy,low,1
S566579,Grade_5,Computer_Science,Python_Basics,reading_writing,mobile,51.66,48.29,106.8,5.0,,0.3813,4.0,43.18,46.3,6.0,Data_Structures,easy,medium,1
S965975,Grade_10,Hindi,Gadya,auditory,mobile,96.9,96.21,93.7,3.0,7.0,0.6978,2.0,76.11,,6.0,Patra_Lekhan,hard,high,0
S289461,Grade_10,Mathematics,Geometry,kinesthetic,laptop,72.52,64.53,78.6,4.0,12.0,0.5332,2.0,62.17,30.1,8.0,Statistics,medium,medium,0
S666546,Grade_2,History,Freedom_Movement,reading_writing,tablet,32.84,27.79,128.3,4.0,2.0,0.2844,4.0,23.38,29.7,1.0,World_Wars,easy,low,1
S315178,Grade_6,Geography,Resources,auditory,tablet,57.59,54.41,104.2,5.0,1.0,0.3949,1.0,40.76,37.6,1.0,Maps_Cartography,easy,medium,1
S850476,Grade_10,Science,Chemical_Reactions,,desktop,,44.28,95.0,4.0,22.0,0.4718,4.0,45.65,24.9,11.0,Cells_Biology,easy,medium,1
S658187,Grade_3,General_Knowledge,Current_Affairs,auditory,laptop,35.22,39.23,111.0,5.0,11.0,0.3011,3.0,15.91,31.3,7.0,Sports,easy,low,1
S215573,Grade_10,Hindi,Kavita,visual,tablet,82.93,67.24,64.7,3.0,26.0,0.5918,3.0,55.55,31.6,12.0,Patra_Lekhan,medium,medium,0
S352307,Grade_8,Geography,Population,kinesthetic,tablet,62.82,58.27,83.5,5.0,13.0,0.5523,3.0,58.62,28.7,6.0,Maps_Cartography,medium,medium,0
S760544,Grade_6,Computer_Science,Algorithms,kinesthetic,laptop,52.95,46.22,68.1,4.0,20.0,0.472,2.0,44.77,19.0,11.0,Networking,medium,medium,0
S453028,Grade_10,Computer_Science,Databases,auditory,laptop,98.23,84.6,18.3,3.0,4.0,0.5436,2.0,63.77,16.5,4.0,Web_Development,hard,high,0
S290844,Grade_7,Computer_Science,Python_Basics,reading_writing,laptop,56.97,47.11,92.7,5.0,8.0,0.3791,4.0,37.49,28.8,6.0,Data_Structures,easy,medium,1
S498851,Grade_6,English,Comprehension,auditory,mobile,44.81,38.3,95.8,6.0,2.0,0.3005,3.0,25.02,44.9,3.0,Literature,easy,low,1
S801397,Grade_6,General_Knowledge,Sports,visual,tablet,59.36,54.26,94.8,5.0,10.0,0.4897,2.0,51.94,34.7,5.0,Awards,medium,medium,1
S193466,Grade_4,History,Ancient_India,kinesthetic,mobile,47.02,39.32,111.2,6.0,5.0,0.3914,4.0,46.87,46.8,3.0,Freedom_Movement,easy,low,1
S362370,Grade_3,Mathematics,Number_Theory,visual,,50.46,47.96,107.5,4.0,6.0,0.3823,3.0,22.77,33.1,4.0,Algebra,medium,medium,1
S464367,Grade_3,Computer_Science,Web_Development,auditory,desktop,57.28,50.12,110.5,5.0,32.0,0.5448,,38.45,31.8,16.0,Databases,medium,medium,1
S170371,Grade_5,Geography,Maps_Cartography,auditory,laptop,42.96,36.69,88.5,5.0,8.0,0.2541,3.0,0.0,34.5,4.0,Physical_Geography,easy,low,1
S349099,Grade_12,English,Grammar,auditory,tablet,79.15,68.67,56.5,2.0,0.0,,3.0,60.45,30.3,3.0,Vocabulary,medium,medium,0
S485510,Grade_8,English,Poetry,kinesthetic,mobile,72.2,53.68,87.3,3.0,5.0,0.3906,2.0,42.57,25.0,4.0,Literature,medium,medium,1
S147949,Grade_2,English,Comprehension,reading_writing,mobile,57.78,52.54,125.9,5.0,13.0,0.5283,2.0,52.57,30.2,6.0,Essay_Writing,medium,medium,1
S786565,Grade_2,Computer_Science,Data_Structures,reading_writing,mobile,45.34,46.15,103.9,4.0,10.0,0.4019,3.0,47.27,26.5,,Databases,easy,low,1
S251507,Grade_5,Hindi,Patra_Lekhan,reading_writing,desktop,55.88,51.79,122.9,3.0,11.0,0.4577,3.0,46.62,22.2,6.0,Gadya,medium,medium,0
S264910,Grade_1,Mathematics,Number_Theory,visual,laptop,33.12,26.37,93.3,5.0,0.0,0.2531,2.0,3.88,42.7,2.0,Algebra,easy,low,1
S653159,Grade_5,History,Post_Independence,visual,laptop,57.26,45.11,88.3,3.0,54.0,0.5662,4.0,33.94,15.9,21.0,World_Wars,medium,low,1
S975035,Grade_10,Science,Light_Optics,auditory,desktop,,92.38,73.5,1.0,6.0,0.656,1.0,87.62,17.6,3.0,Chemical_Reactions,hard,high,0
S760893,Grade_6,History,World_Wars,auditory,mobile,77.12,69.0,72.1,2.0,0.0,0.5496,,55.77,22.8,3.0,Freedom_Movement,medium,medium,0
S266402,Grade_12,Computer_Science,Web_Development,kinesthetic,desktop,80.69,62.97,61.5,2.0,4.0,0.5228,2.0,49.1,15.1,3.0,Networking,medium,medium,0
S532279,Grade_4,Science,Light_Optics,auditory,desktop,40.7,27.33,110.9,5.0,2.0,0.2188,2.0,12.35,36.4,3.0,Chemical_Reactions,easy,low,1
S905215,Grade_1,Hindi,Gadya,visual,mobile,44.95,42.79,93.5,5.0,1.0,0.3752,4.0,42.81,33.8,2.0,Patra_Lekhan,medium,low,1
S982619,Grade_7,Geography,Physical_Geography,visual,mobile,60.77,59.14,81.2,4.0,3.0,0.5532,1.0,54.84,20.8,2.0,Resources,medium,medium,0
S792022,Grade_1,Computer_Science,Web_Development,kinesthetic,mobile,23.79,29.95,162.8,4.0,11.0,0.2699,4.0,25.18,30.4,7.0,Networking,easy,low,1
S937347,Grade_4,English,Essay_Writing,visual,laptop,67.29,70.12,90.7,4.0,18.0,0.6331,1.0,53.43,25.2,9.0,Literature,medium,medium,0
S468958,Grade_7,Geography,Maps_Cartography,visual,tablet,63.34,62.29,81.9,3.0,2.0,0.3918,2.0,43.64,24.6,2.0,Resources,medium,medium,0
S670020,Grade_2,Geography,Physical_Geography,visual,tablet,48.16,41.43,116.5,3.0,26.0,0.3868,4.0,31.77,26.6,,Climate,easy,low,1
S547184,Grade_1,English,Vocabulary,auditory,tablet,40.2,35.03,116.4,4.0,33.0,0.3725,4.0,18.04,26.8,17.0,Essay_Writing,easy,low,1
S888218,Grade_12,Hindi,Gadya,reading_writing,laptop,92.48,86.46,86.1,2.0,5.0,0.6882,,87.44,20.4,4.0,Kavita,hard,high,0
S502922,Grade_2,Geography,Population,reading_writing,laptop,54.05,44.01,127.6,5.0,3.0,0.3115,3.0,39.8,36.0,4.0,Maps_Cartography,easy,medium,1
S213444,Grade_3,Mathematics,Statistics,kinesthetic,desktop,43.34,30.23,135.5,5.0,10.0,0.3302,4.0,26.71,38.8,7.0,Algebra,easy,low,1
S454649,Grade_12,Mathematics,Algebra,visual,tablet,87.1,87.79,59.0,1.0,11.0,0.5889,2.0,74.89,5.0,7.0,Geometry,hard,high,0
S761989,Grade_9,Hindi,Vyakaran,auditory,tablet,72.71,64.09,71.3,,1.0,0.4084,3.0,34.78,29.1,2.0,Kavita,medium,medium,0
S362260,,General_Knowledge,Science_Tech,reading_writing,mobile,60.89,55.12,115.1,4.0,18.0,0.4694,3.0,37.62,22.6,10.0,Awards,medium,medium,1
S282074,Grade_10,Mathematics,Number_Theory,auditory,mobile,57.57,59.72,58.6,5.0,0.0,0.4414,2.0,48.33,19.1,2.0,Statistics,medium,medium,0
S423450,Grade_7,Science,Light_Optics,kinesthetic,desktop,63.86,,92.2,4.0,13.0,0.4831,3.0,50.97,35.2,6.0,Chemical_Reactions,medium,medium,1
S472968,Grade_6,English,Comprehension,visual,mobile,46.37,38.97,110.2,6.0,19.0,0.3305,3.0,37.33,49.5,10.0,Essay_Writing,easy,medium,1
S238577,Grade_10,English,,auditory,mobile,68.24,66.78,75.7,3.0,15.0,0.5175,3.0,49.4,28.0,8.0,Essay_Writing,medium,medium,0
S820115,Grade_2,English,Vocabulary,reading_writing,tablet,31.69,29.9,165.0,,5.0,,3.0,25.74,40.4,4.0,Essay_Writing,easy,low,1
S524878,Grade_12,,Cells_Biology,kinesthetic,mobile,88.63,73.5,79.4,2.0,22.0,0.5936,1.0,68.61,16.7,11.0,Ecosystems,medium,high,0
S292014,Grade_3,General_Knowledge,Awards,visual,laptop,24.64,18.6,120.2,7.0,4.0,0.2563,4.0,30.83,39.7,4.0,Science_Tech,easy,low,1
S589220,,Science,Electricity,auditory,mobile,49.47,42.26,83.8,5.0,4.0,0.2616,2.0,16.49,36.3,2.0,Light_Optics,easy,low,1
S420660,Grade_10,Mathematics,Geometry,auditory,laptop,79.66,83.02,56.0,2.0,5.0,0.5932,0.0,52.95,19.8,4.0,Trigonometry,medium,high,0
S398225,Grade_4,Hindi,Vyakaran,reading_writing,tablet,39.76,36.65,130.9,,3.0,0.2908,4.0,42.85,32.7,2.0,Gadya,easy,low,1
S954149,Grade_5,Computer_Science,Web_Development,visual,laptop,36.94,31.57,113.0,5.0,5.0,0.3182,3.0,26.27,,5.0,Databases,easy,low,1
S793649,Grade_12,General_Knowledge,Science_Tech,visual,desktop,82.51,76.63,54.1,4.0,,0.5384,1.0,51.4,25.3,2.0,Current_Affairs,medium,high,0
S186985,Grade_8,Science,Periodic_Table,kinesthetic,mobile,43.9,44.52,84.2,3.0,27.0,0.4717,2.0,16.61,24.7,14.0,Chemical_Reactions,medium,medium,1
S575216,Grade_10,Geography,Maps_Cartography,kinesthetic,desktop,66.15,59.96,61.3,4.0,10.0,0.4624,1.0,42.04,23.2,6.0,Resources,medium,medium,0
S827297,Grade_6,History,,kinesthetic,tablet,54.0,46.0,74.1,5.0,3.0,,4.0,37.32,34.5,2.0,World_Wars,easy,medium,1
S735304,Grade_11,Science,Periodic_Table,visual,,65.87,62.43,54.2,2.0,0.0,0.4208,1.0,57.86,11.2,1.0,Electricity,medium,medium,0
S829078,Grade_1,Geography,Resources,reading_writing,laptop,50.9,48.92,105.6,4.0,21.0,0.5115,3.0,52.35,25.1,12.0,Maps_Cartography,easy,medium,1
S207443,Grade_11,Computer_Science,Web_Development,kinesthetic,mobile,73.32,68.05,36.9,2.0,0.0,0.4529,3.0,72.63,18.3,1.0,Networking,medium,medium,0
S733828,Grade_6,History,Medieval_Period,kinesthetic,laptop,51.0,40.39,61.1,,,0.3175,2.0,31.71,22.1,2.0,Freedom_Movement,medium,medium,0
S546427,Grade_4,Hindi,Vyakaran,visual,mobile,55.03,58.1,108.3,5.0,3.0,0.3777,2.0,18.97,32.6,3.0,Gadya,medium,medium,1
S246895,Grade_3,General_Knowledge,Sports,kinesthetic,mobile,62.41,65.06,95.3,2.0,12.0,0.5648,1.0,58.51,20.6,8.0,Current_Affairs,medium,medium,0
S254076,Grade_7,Geography,Climate,reading_writing,mobile,54.23,48.28,110.2,4.0,1.0,0.3343,2.0,28.71,34.0,2.0,Population,medium,low,1
S665704,Grade_1,Geography,Resources,reading_writing,laptop,33.02,29.88,114.1,5.0,2.0,0.2991,2.0,17.96,35.1,3.0,Maps_Cartography,easy,low,1
S692902,Grade_6,General_Knowledge,Awards,auditory,laptop,57.54,46.6,112.3,4.0,1.0,0.3264,,51.03,37.6,1.0,Sports,medium,medium,1
S461688,Grade_3,Mathematics,Geometry,reading_writing,tablet,39.42,45.47,145.4,5.0,7.0,0.4345,4.0,34.78,22.3,5.0,Trigonometry,easy,low,1
S477356,Grade_2,General_Knowledge,Sports,auditory,tablet,69.18,59.05,132.2,3.0,1.0,0.3915,1.0,45.73,20.7,3.0,Current_Affairs,medium,medium,1
S683453,Grade_7,Hindi,Patra_Lekhan,kinesthetic,tablet,66.1,76.15,80.3,4.0,9.0,0.5837,1.0,77.45,31.1,5.0,Gadya,medium,medium,0
S586045,Grade_4,Computer_Science,Web_Development,reading_writing,,68.64,58.46,91.2,5.0,52.0,,2.0,,42.2,21.0,Databases,medium,medium,0
S800256,Grade_3,General_Knowledge,Current_Affairs,auditory,desktop,58.28,57.52,97.2,5.0,4.0,0.4895,2.0,46.16,39.2,4.0,Science_Tech,medium,medium,0
S868920,Grade_4,Geography,Climate,auditory,mobile,37.77,,102.7,6.0,3.0,0.2508,2.0,18.56,44.8,4.0,Resources,easy,low,1
S473767,Grade_2,Geography,Population,reading_writing,desktop,48.9,48.3,110.0,4.0,17.0,0.3764,3.0,32.96,31.8,,Climate,medium,low,1
S253486,Grade_8,Science,Light_Optics,visual,mobile,73.99,65.67,85.3,2.0,3.0,,2.0,57.01,23.4,2.0,Electricity,medium,medium,0
S727347,Grade_9,History,Post_Independence,visual,tablet,80.44,64.16,59.3,2.0,7.0,0.4875,3.0,,25.7,5.0,World_Wars,medium,medium,0
S570355,Grade_5,General_Knowledge,Awards,reading_writing,laptop,49.72,46.92,90.5,3.0,1.0,0.4278,2.0,49.4,35.8,1.0,Science_Tech,easy,medium,1
S371061,Grade_12,General_Knowledge,Sports,kinesthetic,laptop,72.74,65.0,26.1,3.0,5.0,0.4464,3.0,43.54,25.5,3.0,Awards,medium,medium,0
S497487,Grade_3,General_Knowledge,Current_Affairs,reading_writing,tablet,51.84,47.01,111.6,3.0,1.0,0.3887,4.0,33.07,20.8,2.0,Science_Tech,easy,medium,1
S237204,Grade_5,Science,Ecosystems,kinesthetic,tablet,36.83,31.47,126.1,4.0,1.0,0.2368,3.0,0.0,30.6,2.0,Cells_Biology,easy,low,1
S444352,Grade_1,Geography,Maps_Cartography,auditory,desktop,47.48,52.06,119.9,5.0,1.0,0.3656,3.0,49.3,38.5,1.0,Resources,easy,medium,1
S743583,,English,Literature,kinesthetic,desktop,61.2,66.96,,4.0,20.0,0.5156,3.0,58.45,22.3,11.0,Essay_Writing,medium,medium,0
S258073,Grade_11,Science,Electricity,visual,laptop,68.03,56.9,60.7,3.0,23.0,0.4321,3.0,30.95,28.8,11.0,Chemical_Reactions,medium,medium,0
S485153,Grade_7,Geography,Physical_Geography,kinesthetic,laptop,55.0,52.67,136.3,4.0,,0.3461,2.0,31.53,34.4,4.0,Resources,medium,medium,1
S792459,Grade_11,History,Freedom_Movement,visual,desktop,87.8,82.85,60.8,1.0,7.0,0.6294,0.0,72.24,17.6,4.0,World_Wars,medium,high,0
S739304,Grade_4,English,Grammar,kinesthetic,desktop,39.57,34.84,122.8,5.0,13.0,0.4297,3.0,25.3,31.0,7.0,Vocabulary,easy,low,1
S334763,Grade_8,Hindi,Vyakaran,reading_writing,tablet,62.63,55.11,52.1,3.0,0.0,0.4466,3.0,42.02,28.5,1.0,Kavita,medium,medium,0
S745254,Grade_12,Science,,visual,laptop,64.35,57.34,,3.0,5.0,0.3505,3.0,,23.8,4.0,Chemical_Reactions,medium,medium,0
S671325,Grade_6,Mathematics,Number_Theory,reading_writing,laptop,69.6,52.85,122.9,3.0,5.0,0.3971,3.0,36.37,23.6,3.0,Statistics,medium,medium,1
S344004,Grade_8,General_Knowledge,Awards,reading_writing,mobile,84.9,80.43,112.8,2.0,1.0,0.5624,,65.46,21.1,3.0,Science_Tech,medium,high,0
S558807,Grade_6,General_Knowledge,Science_Tech,auditory,tablet,60.72,35.25,124.2,4.0,7.0,0.2765,3.0,12.95,26.6,6.0,Awards,easy,medium,1
S169609,Grade_10,Geography,Physical_Geography,kinesthetic,desktop,99.36,97.16,90.2,1.0,2.0,0.6808,0.0,71.29,17.6,1.0,Resources,medium,high,0
S535785,Grade_3,Geography,Climate,visual,laptop,51.31,38.84,106.7,5.0,11.0,0.3564,3.0,32.19,36.5,7.0,Resources,easy,medium,1
S193841,Grade_11,Science,Motion,auditory,laptop,75.46,72.29,92.4,4.0,4.0,0.5287,3.0,64.76,36.9,3.0,Light_Optics,medium,high,1
S273643,Grade_4,English,Vocabulary,auditory,mobile,,57.76,119.8,5.0,0.0,0.4979,3.0,53.45,28.5,3.0,Grammar,easy,medium,1
S958859,Grade_2,Science,Light_Optics,kinesthetic,mobile,58.84,52.89,103.3,4.0,8.0,0.4316,2.0,60.28,33.3,5.0,Chemical_Reactions,medium,medium,1
S101335,Grade_2,General_Knowledge,Sports,reading_writing,laptop,30.84,21.15,121.1,6.0,12.0,0.2413,3.0,6.33,45.3,6.0,Awards,easy,low,1
S154507,Grade_11,General_Knowledge,Sports,kinesthetic,mobile,80.82,71.87,74.6,2.0,3.0,0.5517,1.0,33.62,20.5,3.0,Awards,medium,high,0
S332583,Grade_8,Geography,Resources,reading_writing,mobile,75.2,82.26,66.0,2.0,9.0,0.5789,1.0,50.97,8.3,4.0,Maps_Cartography,medium,high,0
S216196,Grade_6,Science,Light_Optics,reading_writing,mobile,69.97,62.84,82.6,4.0,5.0,0.4528,2.0,,30.8,4.0,Electricity,medium,medium,0
S257469,Grade_10,Geography,Climate,kinesthetic,desktop,81.87,73.71,82.2,4.0,17.0,0.6244,3.0,52.26,31.0,10.0,Population,medium,high,0
S130666,Grade_6,Computer_Science,Databases,kinesthetic,mobile,77.18,86.65,84.8,3.0,6.0,0.601,0.0,62.0,40.6,5.0,Web_Development,medium,high,0
S221205,,Computer_Science,Databases,kinesthetic,desktop,76.12,65.98,82.5,3.0,1.0,0.4455,1.0,34.11,33.1,3.0,Networking,medium,medium,0
S419201,Grade_1,Science,Light_Optics,auditory,desktop,59.06,43.24,137.2,3.0,2.0,0.3371,2.0,22.6,24.4,1.0,Electricity,medium,medium,1
S840249,Grade_9,Geography,Climate,auditory,desktop,62.42,55.11,42.1,4.0,13.0,0.4731,3.0,49.8,31.5,7.0,Resources,medium,medium,0
S498855,Grade_8,General_Knowledge,,kinesthetic,laptop,69.98,82.51,69.8,2.0,33.0,0.8019,1.0,59.25,18.3,17.0,Science_Tech,medium,high,0
S936886,Grade_8,Mathematics,Statistics,visual,laptop,62.17,44.07,61.7,3.0,2.0,0.4119,4.0,33.84,36.7,2.0,Calculus,easy,medium,0
S965320,Grade_1,,Gadya,visual,desktop,40.08,26.47,97.2,5.0,12.0,0.3135,4.0,1.12,30.6,7.0,Patra_Lekhan,easy,low,1
S820002,Grade_6,Geography,Physical_Geography,visual,mobile,77.82,65.25,88.0,3.0,4.0,0.4916,1.0,50.23,14.1,2.0,Climate,medium,medium,0
S844640,Grade_7,Hindi,Kavita,visual,mobile,60.57,49.21,77.0,4.0,15.0,0.4405,4.0,45.56,31.5,9.0,Gadya,medium,medium,1
S928490,Grade_3,Computer_Science,Python_Basics,kinesthetic,desktop,54.48,53.32,151.1,4.0,0.0,0.4183,3.0,53.95,42.1,3.0,Algorithms,medium,medium,1
S415899,,History,Freedom_Movement,auditory,laptop,53.87,49.58,106.2,4.0,1.0,0.4773,3.0,38.09,27.8,,Post_Independence,easy,medium,1
S915105,Grade_11,History,Medieval_Period,auditory,mobile,80.41,70.18,55.9,4.0,2.0,0.52,2.0,51.47,32.0,3.0,Freedom_Movement,medium,medium,0
S158074,Grade_9,Science,Chemical_Reactions,reading_writing,mobile,100.0,100.0,100.1,,29.0,0.7314,0.0,65.22,16.5,15.0,Periodic_Table,hard,high,0
S998650,Grade_6,,Gadya,visual,desktop,69.99,60.39,95.4,3.0,1.0,0.4303,2.0,48.34,21.7,2.0,Patra_Lekhan,medium,medium,0
S198583,Grade_8,Hindi,Gadya,auditory,mobile,77.8,61.91,86.9,2.0,12.0,0.5605,2.0,43.19,23.3,6.0,Patra_Lekhan,medium,medium,0
S730115,Grade_2,English,Essay_Writing,reading_writing,tablet,38.72,35.25,108.3,6.0,20.0,0.3091,4.0,23.76,42.9,10.0,Literature,easy,low,1
S130935,Grade_3,Science,Ecosystems,visual,mobile,48.38,45.65,125.8,,7.0,0.3971,4.0,30.72,30.7,6.0,Cells_Biology,easy,medium,1
S150665,Grade_9,Science,Chemical_Reactions,visual,tablet,66.18,56.4,75.1,5.0,6.0,0.3223,2.0,16.76,46.9,3.0,Cells_Biology,medium,medium,0
S247599,Grade_11,Science,Cells_Biology,reading_writing,mobile,77.9,61.17,64.1,2.0,5.0,,1.0,49.17,,3.0,Ecosystems,medium,medium,0
S698617,Grade_2,Geography,Physical_Geography,auditory,desktop,43.36,50.73,100.4,3.0,2.0,0.3347,3.0,,20.7,1.0,Climate,easy,medium,1
S478273,Grade_7,General_Knowledge,Awards,kinesthetic,tablet,87.47,81.28,83.2,1.0,8.0,0.5998,0.0,54.36,17.5,5.0,Science_Tech,medium,high,0
S648387,Grade_7,General_Knowledge,Current_Affairs,reading_writing,tablet,59.2,59.8,56.1,,4.0,0.5054,2.0,52.17,25.8,3.0,Science_Tech,medium,medium,0
S261711,Grade_8,Geography,Resources,visual,laptop,76.39,66.19,92.9,4.0,2.0,0.5123,2.0,63.65,25.0,1.0,Population,medium,medium,0
S662897,Grade_10,History,World_Wars,visual,tablet,68.01,59.32,28.0,4.0,10.0,0.4321,3.0,51.89,26.2,5.0,Post_Independence,medium,medium,0
S111707,Grade_4,General_Knowledge,Awards,reading_writing,tablet,52.09,51.93,116.7,3.0,13.0,0.4593,1.0,39.64,24.5,7.0,Sports,medium,medium,1
S579335,Grade_1,Science,Periodic_Table,auditory,laptop,47.46,33.27,132.5,6.0,0.0,0.2673,4.0,15.73,35.2,3.0,Chemical_Reactions,easy,low,1
S657910,Grade_3,Mathematics,Statistics,kinesthetic,desktop,48.73,49.68,100.0,5.0,15.0,0.4121,2.0,18.76,30.5,7.0,Algebra,medium,medium,1
S957206,Grade_8,Geography,Maps_Cartography,reading_writing,desktop,66.76,53.18,81.3,5.0,12.0,0.4677,1.0,44.31,29.5,8.0,Physical_Geography,medium,medium,1
S692149,Grade_12,Geography,Population,kinesthetic,laptop,84.4,75.24,85.8,4.0,0.0,0.4984,0.0,39.77,31.1,,Maps_Cartography,medium,medium,1
S548265,Grade_6,General_Knowledge,Awards,reading_writing,tablet,62.74,65.73,105.2,4.0,9.0,0.4815,3.0,46.81,33.3,4.0,Sports,medium,medium,0
S800468,Grade_1,Geography,Population,reading_writing,desktop,36.74,40.0,142.3,5.0,0.0,0.2906,4.0,38.56,36.2,1.0,Maps_Cartography,easy,low,1
S226088,Grade_3,Computer_Science,Python_Basics,auditory,tablet,45.36,42.01,98.8,4.0,0.0,0.3139,4.0,21.67,25.4,1.0,Data_Structures,easy,low,1
S863081,Grade_5,General_Knowledge,Current_Affairs,reading_writing,desktop,83.55,68.66,82.3,,0.0,0.4973,1.0,35.13,17.5,3.0,Science_Tech,medium,medium,0
S353726,Grade_4,Hindi,Vyakaran,visual,tablet,33.3,24.91,101.4,5.0,7.0,0.245,5.0,34.15,30.9,6.0,Gadya,easy,low,1
S706488,Grade_6,History,Ancient_India,reading_writing,laptop,58.07,52.65,107.9,4.0,12.0,0.4083,2.0,26.32,26.5,6.0,Medieval_Period,medium,medium,1
S255976,Grade_8,Mathematics,Number_Theory,auditory,tablet,72.45,60.57,94.3,3.0,15.0,0.4596,3.0,35.89,36.2,7.0,Algebra,medium,medium,0
S882289,Grade_6,Computer_Science,Algorithms,reading_writing,desktop,55.34,52.9,83.1,5.0,2.0,0.3976,3.0,56.45,33.2,1.0,Networking,easy,medium,1
S139338,Grade_10,Mathematics,Fractions,auditory,laptop,79.16,70.94,74.6,2.0,16.0,0.472,3.0,33.55,24.9,7.0,Algebra,medium,medium,0
S892837,Grade_3,English,Essay_Writing,kinesthetic,tablet,74.67,76.02,118.6,2.0,0.0,0.469,2.0,51.49,16.6,1.0,Poetry,medium,medium,0
S294422,Grade_11,Science,Electricity,visual,tablet,78.84,76.37,93.3,3.0,0.0,0.5184,1.0,35.46,19.8,2.0,Light_Optics,medium,medium,0
S206229,Grade_12,History,Post_Independence,visual,,88.65,90.6,76.3,1.0,6.0,0.6295,1.0,52.59,17.5,5.0,World_Wars,hard,high,0
S237884,,Mathematics,Algebra,auditory,tablet,52.26,45.52,92.9,4.0,2.0,0.4193,2.0,41.52,30.5,3.0,Statistics,easy,low,1
S169088,Grade_7,English,Comprehension,kinesthetic,mobile,70.22,65.49,96.9,2.0,3.0,0.4943,2.0,57.64,14.4,2.0,Literature,medium,medium,0
S414509,Grade_2,Computer_Science,Networking,reading_writing,laptop,67.65,60.94,146.5,2.0,1.0,0.4874,3.0,55.36,26.6,1.0,Web_Development,medium,medium,0
S570369,Grade_10,Science,Periodic_Table,visual,desktop,66.54,65.22,66.1,4.0,3.0,0.449,2.0,39.46,30.9,2.0,Electricity,medium,medium,0
S927058,Grade_11,Science,Electricity,kinesthetic,laptop,69.34,58.03,99.5,5.0,19.0,0.5244,1.0,47.85,29.0,9.0,Light_Optics,medium,medium,1
S431957,Grade_4,Computer_Science,Networking,auditory,desktop,69.93,64.27,96.6,3.0,1.0,0.4804,3.0,44.07,17.4,3.0,Databases,medium,medium,0
S591966,Grade_4,Geography,Population,visual,desktop,39.27,24.46,,4.0,6.0,,5.0,0.0,27.7,4.0,Climate,easy,low,1
S615012,Grade_4,Hindi,Vyakaran,visual,tablet,68.99,77.51,76.8,2.0,3.0,0.5699,2.0,52.68,,2.0,Gadya,medium,medium,0
S229288,Grade_2,Computer_Science,Python_Basics,kinesthetic,desktop,45.83,40.03,90.9,5.0,24.0,0.462,3.0,25.88,31.2,11.0,Algorithms,easy,low,1
S993565,Grade_4,Mathematics,Geometry,reading_writing,desktop,51.65,48.96,112.9,3.0,0.0,0.338,4.0,43.32,26.8,1.0,Statistics,easy,low,1
S991133,Grade_4,Computer_Science,Python_Basics,kinesthetic,mobile,38.17,30.01,106.2,4.0,7.0,0.2688,4.0,25.23,,6.0,Algorithms,easy,low,1
S433942,Grade_4,Mathematics,Fractions,auditory,tablet,45.83,45.49,112.4,5.0,30.0,0.4999,3.0,23.43,38.2,13.0,Number_Theory,medium,low,1
S583076,Grade_12,Computer_Science,Algorithms,reading_writing,desktop,79.55,,32.9,3.0,12.0,0.5193,3.0,50.14,21.3,7.0,Networking,medium,medium,0
S300500,Grade_2,Geography,,visual,mobile,77.46,79.49,112.8,3.0,10.0,0.6674,1.0,72.44,21.7,5.0,Maps_Cartography,medium,high,0
S833204,Grade_10,Computer_Science,Networking,visual,tablet,83.3,77.24,87.4,2.0,12.0,0.5031,0.0,32.85,,7.0,Databases,medium,high,0
S375345,Grade_12,History,Ancient_India,visual,desktop,74.66,55.0,73.5,3.0,9.0,0.5002,3.0,32.38,,5.0,Medieval_Period,medium,medium,0
